alphabetical_order,working,filename,full_path,duration_seconds,duration_hours,frame_count,fps,width,height,size,size_bytes,aspect_ratio_fraction,aspect_ratio,accumulated_duration_seconds,accumulated_duration_hours,accumulated_frame_count,accumulated_size,accumulated_size_bytes
0,True,input.mkv,converted/input.mkv,61.31035864556201,00:01:01,1836,29,1920,1080,32863930,31.3 MB,16:9,1.7777777777777777,61.31035864556201,00:01:01,1836,32863930,31.3 MB
